0 47256 47256
         28681721 function calls (28666075 primitive calls) in 20.833 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
       57    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(_resolve_filename)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
        2    0.000    0.000    0.000    0.000 types.py:67(new_class)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
      449    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 widgets.py:4177(Lasso)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
        4    0.000    0.000    0.000    0.000 gzip.py:327(close)
       33    0.000    0.000    0.000    0.000 results.py:213(__setitem__)
        2    0.000    0.000    0.000    0.000 core.py:551(set_results_name)
      344    0.000    0.000    0.000    0.000 enum.py:801(<genexpr>)
       51    0.000    0.000    0.000    0.000 typing.py:1609(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:1820(__init_subclass__)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
      172    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        4    0.000    0.000    0.000    0.000 colors.py:1697(Norm)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       31    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
        6    0.000    0.000    0.000    0.000 core.py:5090(__init__)
       36    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1112(mkdir)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:351(_sanity_check)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        2    0.000    0.000    0.000    0.000 map_util.py:89(r_to_d)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:441(_validate_papersize)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       27    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
       50    0.000    0.000    0.000    0.000 core.py:1884(set_name)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       28    0.000    0.000    0.000    0.000 pathlib.py:878(_make_child_relpath)
       42    0.000    0.000    0.000    0.000 pathlib.py:524(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 core.py:6028(<genexpr>)
      480    0.000    0.000    0.000    0.000 typing.py:715(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3681(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:505(_get_xdg_cache_dir)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 quiver.py:445(Quiver)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
      156    0.000    0.000    0.000    0.000 core.py:1973(__hash__)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
       33    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
      137    0.000    0.000    0.000    0.000 core.py:1745(set_whitespace_chars)
        8    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 results.py:17(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
       30    0.000    0.000    0.000    0.000 core.py:4332(<genexpr>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 core.py:6023(<lambda>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
       28    0.000    0.000    0.000    0.000 rcsetup.py:462(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
       16    0.000    0.000    0.000    0.000 copyreg.py:113(_slotnames)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 widgets.py:3205(RectangleSelector)
        1    0.000    0.000    0.000    0.000 bed_util.py:1(<module>)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 traceback.py:247(FrameSummary)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
        6    0.000    0.000    0.000    0.000 pathlib.py:1009(stat)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
       11    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
        4    0.000    0.000    0.000    0.000 _compression.py:39(__init__)
      102    0.000    0.000    0.000    0.000 typing.py:1386(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:344(MollweideTransform)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
        2    0.000    0.000    0.000    0.000 pathlib.py:314(select_from)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1441(<listcomp>)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 patches.py:1922(Arc)
       31    0.000    0.000    0.000    0.000 warnings.py:487(__exit__)
        1    0.000    0.000    0.000    0.000 core.py:3018(Regex)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       73    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      102    0.000    0.000    0.000    0.000 exceptions.py:44(__init__)
      412    0.000    0.000    0.000    0.000 enum.py:234(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 quiver.py:866(Barbs)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
      453    0.000    0.000    0.000    0.000 enum.py:1147(__init__)
      421    0.000    0.000    0.000    0.000 typing.py:2214(cast)
       27    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
      213    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        3    0.000    0.000    0.000    0.000 core.py:1587(__xor__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
       10    0.000    0.000    0.000    0.000 enum.py:1369(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2780(_Mode)
       57    0.000    0.000    0.000    0.000 inspect.py:2463(<lambda>)
       89    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       13    0.000    0.000    0.000    0.000 typing.py:918(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       34    0.000    0.000    0.000    0.000 traceback.py:297(__getitem__)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
       12    0.000    0.000    0.000    0.000 core.py:289(wrapper)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
      344    0.000    0.000    0.000    0.000 enum.py:1248(value)
       32    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
      105    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        4    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
       54    0.000    0.000    0.000    0.000 core.py:2477(parseImpl)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        3    0.000    0.000    0.000    0.000 core.py:1627(__invert__)
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        4    0.000    0.000    0.000    0.000 inspect.py:3054(_hash_basis)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
       65    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       37    0.000    0.000    0.000    0.000 pathlib.py:516(_from_parsed_parts)
       26    0.000    0.000    0.000    0.000 enum.py:349(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
      183    0.000    0.000    0.000    0.000 typing.py:1662(_value_and_type_iter)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
       14    0.000    0.000    0.000    0.000 results.py:450(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:5765(__init__)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        6    0.000    0.000    0.000    0.000 vcf_util.py:129(analyze_line)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
        3    0.000    0.000    0.000    0.000 core.py:4103(__init__)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
